netflix_id,title,image,rating,url,content_type,show_type,season_number,year,tv_rating,description,genre,cast,director,duration,language,Awards,updated_db,item_category
81585965,2020 (Season 1),,"8.0/10
",https://www.netflix.com/title/81585965,,,,,,"Seeking personal revenge, an investigator goes undercover to capture a wanted drug lord, but her mission gets complicated by unwanted feelings.","Crime, Drama, Thriller","Nadine Nassib Njeim, Kosai Khauli, Fadi Abi Samra, Carmen Lebbos, Randa Kaadi, Fady Ibrahim
",,,Arabic,,"Jan 25, 2023",What’s New on Netflix
81586492,Youth v Gov (2020),,"9.6/10
",https://www.netflix.com/title/81586492,,,,,,This documentary follows the journey of 21 young plaintiffs suing the US government for its actions in creating the climate crisis.,Documentary,"James Hansen, Julia Olson",Christi Cooper,"110 min / 1h 50m
",English,3 wins & 2 nominations,"Jan 25, 2023",What’s New on Netflix
81586728,Emily the Criminal (2022),,6.7/10,https://www.netflix.com/title/81586728,Recommended,,,,,"Saddled with student debt and locked out of the job market, a woman gets involved in credit card scams -- and is soon pulled deep into the world of crime.","Crime, Drama, Thriller","Aubrey Plaza, Theo Rossi, Bernardo Badillo",John Patton Ford,"97 min / 1h 37m
",English,4 wins & 6 nominations,"Jan 25, 2023",What’s New on Netflix
81586731,Descendant (2022),,6.9/10,https://www.netflix.com/title/81586731,Recommended,,,,,Descendants of the enslaved Africans on an illegal ship that arrived in Alabama in 1860 seek justice and healing when the craft's remains are discovered.,"Documentary, History",,Margaret Brown,"109 min / 1h 49m
",English,2 wins & 2 nominations,"Jan 25, 2023",What’s New on Netflix
81587052,A Stand Worthy of Men (2021),,"7.2/10
",https://www.netflix.com/title/81587052,,,,,,"After a long awaited reunion, a group of friends must travel to a coastal town in order to save one of their own from trouble.","Comedy, Drama","Maged El-Kidwani, Sayed Ragab, Bayoumi Fouad",Ahmed El Gendy,"120 min / 2h 0m
",Arabic,,"Jan 25, 2023",What’s New on Netflix
81587055,Mom Is Pregnant (2021),,"5.7/10
",https://www.netflix.com/title/81587055,,,,,,"Thirty-something brothers Asim and Bassem, both single and living with their parents, are forced to grow up when their mother announces she's pregnant.",Comedy,"Huda Al Atrabi, Sherief El Desouky, Fares El Fakharany",Mahmoud Karim,"112 min / 1h 52m
",Arabic,,"Jan 25, 2023",What’s New on Netflix
81587340,Desterro (2020),,"5.5/10
",https://www.netflix.com/title/81587340,,,,,,"Chafing under her lifeless relationship, a young woman leaves her partner and their son behind to go on an enigmatic quest of self-discovery.",Drama,"Carla Kinzo, Otto Jr., Rômulo Braga",Maria Clara Escobar,"122 min / 2h 2m
",Portuguese,6 nominations,"Jan 25, 2023",What’s New on Netflix
81587615,A Man Wanted (2017),,"6.3/10
",https://www.netflix.com/title/81587615,,,,,,"Eager to fulfill her dream of motherhood before it's too late, a relationship-skeptic banker comes up with an unusual plan to become a single mother.","Comedy, Drama, Romance","Nelly Karim, Muhammad Mamdooh, Mohamed Ali",Mohamed Ali,"135 min / 2h 15m
",Arabic,,"Jan 25, 2023",What’s New on Netflix
81587616,A Drop of Blood (2015),,,https://www.netflix.com/title/81587616,,,,,,"Feeling neglected after her father takes a new wife, a young girl soon realizes that her new stepmom is far more dangerous than she thought.","Short, Drama","Fitore Broqi, May-Linda Kosumovic, Ilire Vinca Celaj",Bekim Guri,"60 mins / 1h 0m
",Albanian,2 wins & 4 nominations,"Jan 25, 2023",What’s New on Netflix
81587617,Emergency Travel (2019),,,https://www.netflix.com/title/81587617,,,,,,"Fares spent his whole life thinking his father was dead, but when his aunt reveals the truth, he heads to the UAE in search of answers.",Comedy,"Issa Arab, Badria Tolba, Habib Ghuloom, Fay Al Sharqawi",Nasser Al Tamimi,"120 mins / 2h 0m
",Arabic,,"Jan 25, 2023",What’s New on Netflix
81587618,Red Card (2017),,,https://www.netflix.com/title/81587618,,,,,,Two brothers who are avid football fans collide when their support for rival teams plunges their families into comical turmoil.,"Sports, Comedy","Bilal Abdullah, Moustafa El Kaabi, Amal Mohammed, Ahmed Fayrouz, Badriya Ahmad, Ahmed Al Sultan",Nasser Al Tamimi,"61 min / 1h 1m
",Arabic,,"Jan 25, 2023",What’s New on Netflix
81587731,LEGO Friends: Heartlake Stories (Limited Series),,,https://www.netflix.com/title/81587731,,,,,,"A group of big-hearted best friends go on adventures, solve problems and make the most of their beautiful home, Heartlake City.",Animation,"Caitlyn Bairstow, Sydney Bell, Andrew McNee",Megan Russell,"22 min
",English,,"Jan 25, 2023",What’s New on Netflix
81587946,Lunana: A Yak in the Classroom (2019),,7.3/10,https://www.netflix.com/title/81587946,,,,,,A young man with a dream of moving to Australia finds himself teaching a classroom of eager children -- and a yak -- in a remote Bhutanese village.,"Drama, Family","Sherab Dorji, Ugyen Norbu Lhendup, Kelden Lhamo Gurung",Pawo Choyning Dorji,"110 min / 1h 50m
",Dzongkha,Nominated for 1 Oscar. 18 wins & 10 nominations total,"Jan 25, 2023",What’s New on Netflix
81588296,Home2Home (2022),,,https://www.netflix.com/title/81588296,,,,,,"In this documentary, a young man with a taste for adventure bikes 27,000 miles around the world and encounters people from all walks of life.",Adventure,,Dennis Kailing,"111 min / 1h 51m
",English,,"Jan 25, 2023",What’s New on Netflix
81588388,All American: Homecoming (Season 1),,"5.2/10
",https://www.netflix.com/title/81588388,Recommended,,,,,A young tennis hopeful and an elite baseball player chase their dreams while dealing with the never-ending hurdles of college life.,"Drama, Sport","Geffri Maya, Peyton Alex Smith, Kelly Jenrette, Cory Hardrict, Sylvester Powell, Camille Hyde",,"42 mins
",English,,"Jan 25, 2023",What’s New on Netflix
81588444,Don (2022),,"7.8/10
",https://www.netflix.com/title/81588444,,,,,,"Seeking a sense of purpose, a wayward college student navigates life on campus while enduring a controlling father and a disciplinarian professor.","Action, Comedy, Romance","Sivakarthikeyan, Priyanka Arulmohan, S.J. Suryah",Cibi Chakravarthi,"165 min / 2h 45m
",Tamil,,"Jan 25, 2023",What’s New on Netflix
81589564,Minions & More Volume 1 (2022),,,https://www.netflix.com/title/81589564,,,,,,"This collection of Minions shorts from the ""Despicable Me"" franchise includes mini-movies like ""Training Wheels,"" ""Puppy"" and ""Yellow Is the New Black.""","Animation, Adventure, Comedy","Pierre Coffin, Miranda Cosgrove, Dana Gaier, Nev Scharrel, Garth Jennings, Taron Egerton","Yarrow Cheney, Bruno Dequier, Habib Louati, Thierry Noblet, Frank Baradat, Guy Bar'ely","48 mins
",English,Nominated for 1 BAFTA Award4 wins & 29 nominations total,"Jan 25, 2023",What’s New on Netflix
81589565,Minions & More Volume 2 (2015),,,https://www.netflix.com/title/81589565,,,,,,"Catch animated shorts like ""Phil's Dance Party"" and ""Binky Nelson Unpacified"" in this compilation from the company behind the ""Despicable Me"" franchise.","Animation, Adventure, Comedy","Pierre Coffin, Reese Witherspoon, Jenny Slate, Patton Oswalt, John C. Reilly, Michael Keaton","Fabrice Joubert, Brian Lynch, Adrian Borzakian, Eric Favela, Bruno Chauffard, Glen McCoy","91 min / 1h 31m
",English,Nominated for 1 BAFTA Award4 wins & 29 nominations total,"Jan 25, 2023",What’s New on Netflix
81589656,The Kings of the World (2022),,7.6/10,https://www.netflix.com/title/81589656,Netflix Original,,,,,Five friends from the streets of Medellin set out on a perilous journey through Colombia to recover a piece of land that was bequeathed to one of them.,"Adventure, Drama","Carlos Andrés Castañeda, Davison Florez, Brahian Acevedo",Laura Mora Ortega,"103 min / 1h 43m
",Spanish,6 wins & 3 nominations,"Jan 25, 2023",What’s New on Netflix
81590438,Morphle Halloween Candy Magic Pet (2021),,,https://www.netflix.com/title/81590438,,,,,,"Join Mila and her magic pet Morphle on a mysterious Halloween adventure packed with costumes, candy and spooky morphing fun.","Children, Family",,,"22 mins
",English,,"Jan 25, 2023",What’s New on Netflix
81590587,Office Invasion (2022),,,https://www.netflix.com/title/81590587,,,,,,Three best friends band together to defend their valuable mining company from monstrous aliens looking to plunder and exterminate.,"Action, Comedy, Sci-Fi","Rea Rangaka, Kiroshan Naidoo, Sechaba Ramphele","Gareth Crocker, Fred Wolmarans","112 mins / 1h 52m
",English,,"Jan 25, 2023",What’s New on Netflix
81590689,Hikaru Utada Live Sessions from AIR Studios (2022),,,https://www.netflix.com/title/81590689,,,,,,"Catch an intimate glimpse into the live sessions of Hikaru Utada's brand-new album ""Bad Mode,"" recorded at the legendary AIR Studios in London.",Music,Hikaru Utada,David Barnard,"56 mins
",Japanese,,"Jan 25, 2023",What’s New on Netflix
81591155,Aki and Paw Paw (2021),,"7.3/10
",https://www.netflix.com/title/81591155,,,,,,"Relocating to the vibrant city of Lagos, two troublesome brothers search for social media fame after crossing paths with a powerful influencer.","Comedy, Drama","Osita Iheme, Chinedu Ikedieze, Chioma Okafor",Biodun Stephen,"133 min / 2h 13m
",English,,"Jan 25, 2023",What’s New on Netflix
81591156,The Ghost and the Tout Too (2021),,,https://www.netflix.com/title/81591156,,,,,,"Able to communicate with ghosts, a gifted woman must use her powers to help a coma patient whose spirit is trapped between life and death.","Comedy, Fantasy","Toyin Abraham, Osas Ighodaro, Mercy Johnson Okojie",Michael Akinrogunde,"108 min / 1h 48m
",English,,"Jan 25, 2023",What’s New on Netflix
81591157,Prophetess (2021),,,https://www.netflix.com/title/81591157,,,,,,"After a bogus prediction about a football match comes true, a small-town prophetess finds herself entangled in the world of sports betting.","Comedy, Drama","Toyin Abraham, Kehinde Bankole, Kunle Remi",Niyi Akinmolayan,"144 min / 2h 24m
",Yoruba,,"Jan 25, 2023",What’s New on Netflix
81591158,My Village People (2021),,,https://www.netflix.com/title/81591158,,,,,,A selfish womanizer finds himself in bubbling hot water after his reckless lifestyle accidentally attracts the attention of a coven of witches.,"Comedy, Fantasy","Akah Nnani, Sophie Alakija, Venita Akpofure",Niyi Akinmolayan,"134 mins / 2h 14m
",English,,"Jan 25, 2023",What’s New on Netflix
81591160,Breaded Life (2021),,,https://www.netflix.com/title/81591160,,,,,,"After everyone in his life mysteriously forgets him, a wealthy young man must seek help from the only one who recognizes him -- the local bread seller.","Comedy, Drama","Lateef Adedimeji, Bimbo Ademoye, Bisola Aiyeola",Biodun Stephen,"120 min / 2h 0m
",English,,"Jan 25, 2023",What’s New on Netflix
81591161,Dinner at My Place (2022),,"8.2/10
",https://www.netflix.com/title/81591161,,,,,,"Ready to pop the question to his girlfriend, a young man finds his plans for a romantic dinner interrupted when his overdramatic ex shows up uninvited.","Comedy, Romance","Bisola Aiyeola, Sophie Alakija, Timini Egbuson",Kevin Luther Apaa,"102 mins / 1h 42m
",English,,"Jan 25, 2023",What’s New on Netflix
81591162,Soole (2021),,,https://www.netflix.com/title/81591162,,,,,,"Traveling on a bus from Lagos to Enugu, a group of eccentric strangers are caught in a cat-and-mouse game with dangerous criminals.","Comedy, Thriller","Adunni Ade, Lateef Adedimeji, Mike Afolarin",Kayode Kasum,"116 mins / 1h 56m
",Yoruba,,"Jan 25, 2023",What’s New on Netflix
81591163,Dwindle (2021),,,https://www.netflix.com/title/81591163,,,,,,"After hijacking a car, two desperate friends find themselves on a perilous journey involving assassins, police and a kidnapped governor.",Comedy,"Jide Kene Achufusi, Lateef Adedimeji, Bisola Aiyeola","Kayode Kasum, Dare Olaitan","108 min / 1h 48m
",English,,"Jan 25, 2023",What’s New on Netflix
81591164,The Razz Guy (2021),,,https://www.netflix.com/title/81591164,,,,,,"While preparing for an important business deal, an arrogant executive loses control of his voice after being cursed by an office cleaner.","Comedy, Fantasy","Lasisi Elenu, Nancy Isime, Omotunde Adebowale David",Udoka Oyeka,"99 min / 1h 39m
",English,,"Jan 25, 2023",What’s New on Netflix
81591165,Finding Hubby 2 (2020),,,https://www.netflix.com/title/81591165,,,,,,"After discovering her fiancee's secret, a woman finds herself at a crossroads between a shallow marriage and the return to the chaotic world of dating.","Comedy, Drama, Romance","Ade Laoye, Munachi Abii, Kehinde Bankole, Charles Etubiebi, Paul Utomi, Efa Iwara",Femi D. Ogunsanwo,"93 min / 1h 33m
",English,,"Jan 25, 2023",What’s New on Netflix
81591166,The Griot (2021),,,https://www.netflix.com/title/81591166,,,,,,A talented but shy storyteller faces betrayal after his best friend steals his tales in order to impress the woman they both love.,Drama,"Abimbola Adebajo, Lateef Adedimeji, Yewande Adekoya",Adeoluwa Owu,"109 mins / 1h 49m
",English,,"Jan 25, 2023",What’s New on Netflix
81591169,Becoming Abi (Season 1),,"9.0/10
",https://www.netflix.com/title/81591169,,,,,,A driven young creative in Lagos lands her dream job at a leading advertising agency and navigates the corporate ladder in hopes of making it big.,Comedy,"Stan Nze, Biodun Stephen, Bolu Essien",,"36 mins
",English,,"Jan 25, 2023",What’s New on Netflix
81591183,Afrobeats: The Backstory (Season 1),,,https://www.netflix.com/title/81591183,,,,,,"Music pioneers Kenny Ogungbe, Dayo ""D1"" Adeneye, Paul ""Play"" Dairo and others dive into the rise of Afrobeats, the Nigerian global music phenomenon.","Documentary, Nollywood, Music",,"Ayo Shonaiya
",,English,,"Jan 25, 2023",What’s New on Netflix
81591290,Diorama (2022),,"6.3/10
",https://www.netflix.com/title/81591290,Netflix Original,,,,,"As miscommunication and temptations abound, a couple's once-passionate marriage slowly unravels, narrated through humorous dioramas.",Romance,"Claes Bang, David Dencik, Gustav Lindh",Tuva Novotny,"100 mins / 1h 40m
",Swedish,,"Jan 25, 2023",What’s New on Netflix
81591406,Patton Oswalt: We All Scream (2022),,,https://www.netflix.com/title/81591406,Netflix Original,,,,,"Patton riffs on the hazards of aging, his failed shutdown plans and the day his wife turned into a Valkyrie in this stand-up special he also directed.",Comedy,Patton Oswalt,Patton Oswalt,"58 min
",English,,"Jan 25, 2023",What’s New on Netflix
81592429,Oprah + Viola: A Netflix Special Event (2022),,,https://www.netflix.com/title/81592429,Netflix Original Documentary,,,,,"In this special event, Oprah Winfrey sits down with actor Viola Davis for an interview about her memoir, ""Finding Me.""",Documentary,"Viola Davis, Oprah Winfrey",,"48 mins
",English,,"Jan 25, 2023",What’s New on Netflix
81592483,Lockdown (2021),,,https://www.netflix.com/title/81592483,,,,,,"At the onset of a pandemic, six strangers are thrown into forced isolation together at a Nigerian hospital. As tensions rise, their stories intertwine.",Thriller,"Jide Kene Achufusi, Chioma Chukwuka Akpotha, Josh Alfred",Moses Inwang,"144 mins / 2h 24m
",English,,"Jan 25, 2023",What’s New on Netflix
81592484,Collision Course (2020),,,https://www.netflix.com/title/81592484,,,,,,A law enforcement officer tries to make ends meet by soliciting bribes. But a tense run-in with a wealthy young musician changes his life forever.,Drama,"Nicola Wright, Scott Chambers, Becca Hirani",Bolanle Austen-Peters,"72 mins / 1h 12m
",English,,"Jan 25, 2023",What’s New on Netflix
81593093,Night Drive (2022),,"7.5/10
",https://www.netflix.com/title/81593093,,,,,,"Out for a harmless night drive, a loving young couple runs into unexpected trouble that may cost them both their lives.","Drama, Thriller","Anna Ben, Kailash, Santhosh Keezhattoor",Vysakh,"118 min / 1h 58m
",Malayalam,,"Jan 25, 2023",What’s New on Netflix
81593310,Teletubbies (),,"5.0/10
",https://www.netflix.com/title/81593310,Netflix Original,,,,,"Join friends Tinky Winky, Dipsy, Laa-Laa and Po on wonder-filled adventures as they learn and grow in this colorful refresh of the classic series.","Family, Fantasy, Musical","Tituss Burgess, Rachelle Beinart, Nick Kellington, Rebecca Hyland, Julia Pulo, Jeremiah Krage",,"16 mins
",English,,"Jan 25, 2023",What’s New on Netflix
81593746,The Witcher Bestiary Season 2 (2022),,,https://www.netflix.com/title/81593746,Netflix Original Documentary,,,,,"From blood-craving bruxa to forest-dwelling leshy, from wyverns to the Wild Hunt, explore the origins of the beasties prowling Season 2 of ""The Witcher.""",Documentary,,,"19 mins
",English,,"Jan 25, 2023",What’s New on Netflix
81594244,A Star Shoots Across the Sky (2022),,"8.1/10
",https://www.netflix.com/title/81594244,,,,,,"When a motley theater troupe sets out to stage a play about love, drama reaches new heights as attitudes around sexuality and caste begin to clash.","Drama, Romance","Kalaiarasan Harikrishnan, Kalidas Jayaram, Sindhujaavijii",Pa. Ranjith,"2 min
",Tamil,,"Jan 25, 2023",What’s New on Netflix
81594271,Kuthiraivaal (2021),,"7.4/10
",https://www.netflix.com/title/81594271,,,,,,A man wakes up from a strange dream with a horse tail attached to his body and begins a mind-bending journey to disentangle the real from the imagined.,Drama,"Kalaiyarasan, Aadhira Pandilakshmi, Anjali Patil","Manoj Leonel Jason, Shyam Sunder","125 min / 2h 5m
",Tamil,,"Jan 25, 2023",What’s New on Netflix
81594658,100 Days with Tata (2021),,"7.8/10
",https://www.netflix.com/title/81594658,,,,,,"During the pandemic, actor Miguel Angel Munoz documents his 100-plus days living in a tiny flat with his beloved Tata, 95, who becomes an Instagram star.",Documentary,"Luisa Cantero, Miguel Ángel Muñoz",Miguel Ángel Muñoz,"82 min / 1h 22m
",Spanish,3 wins & 3 nominations,"Jan 25, 2023",What’s New on Netflix
81594857,Never Give Up (Season 1),,,https://www.netflix.com/title/81594857,,,,,,"A young entrepreneur finds an unlikely partner, and friend, in a middle-aged breadwinner as they live together in the home of an enigmatic loan shark.","Comedy, Drama","Kwak Do-won, Yoon Du-jun, Han Go-eun, Park Won-sook, Jeong Dong-won, Kim Tae-hun
",,,Korean,,"Jan 25, 2023",What’s New on Netflix
81597037,Mishan Impossible (2022),,"7.2/10
",https://www.netflix.com/title/81597037,,,,,,"Tired of being nobodies, three boys set out to nab an infamous criminal, but encounter a child trafficking ring and a journalist with her own mission.","Action, Comedy, Drama","Jayateertha, Viswanath Mandalika, Taapsee Pannu",Swaroop Rsj,"134 min / 2h 14m
",Telugu,,"Jan 25, 2023",What’s New on Netflix
81597047,Varalaru Mukkiyam (2022),,,https://www.netflix.com/title/81597047,,,,,,A wayward young man's life is turned on its head when he begins to doggedly pursue the daughter of the new family in his neighborhood.,"Comedy, Romance","Jiiva, Kashmira Pardeshi, Pragya Nagra",Santhosh Rajan,"150 min / 2h 30m
",Tamil,,"Jan 25, 2023",What’s New on Netflix
81597193,Cemara's Family 2 (2022),,,https://www.netflix.com/title/81597193,,,,,,"While their parents strive to earn an honest living, three young daughters go through their own issues as they grow up.","Drama, Family","Widuri Sasono, Ringgo Agus Rahman, Nirina Zubir",Ismail Basbeth,"114 min / 1h 54m
",Indonesian,,"Jan 25, 2023",What’s New on Netflix
81597203,Heartbeat (2020),,,https://www.netflix.com/title/81597203,,,,,,"When a new doctor arrives in a village and people begin to mysteriously disappear, a young dancer must fight for their traditions -- and her life.",Thriller,"Della Dartyan, Refal Hady, Alyssa Abidin",Yongki Ongestu,"108 min / 1h 48m
",Indonesian,,"Jan 25, 2023",What’s New on Netflix
81597204,Story of Dinda: Second Chance of Happiness (2021),,"5.6/10
",https://www.netflix.com/title/81597204,,,,,,A woman stuck in a toxic relationship with a possessive boyfriend finds solace while confiding in another man about her problems.,"Drama, Romance","Aurélie Moeremans, Abimana Aryasatya, Ardhito Pramono",Ginanti Rona,"59 mins
",Indonesian,,"Jan 25, 2023",What’s New on Netflix
81597205,Plastic Island (2021),,,https://www.netflix.com/title/81597205,,,,,,"This remarkable documentary follows a musician, a biologist and a lawyer who join forces to fight against plastic pollution in Indonesia.",Documentary,,"Dandhy Dwi Laksono, Rahung Nasution","98 min / 1h 38m
",Indonesian,1 nomination,"Jan 25, 2023",What’s New on Netflix
81597206,Ben & Jody (2022),,"8.0/10
",https://www.netflix.com/title/81597206,,,,,,Two best friends band together with a group of villagers to fight back against treacherous illegal loggers attempting to take away their land.,"Action, Adventure, Drama","Chicco Jerikho, Rio Dewanto, Hana Malasan",Angga Dwimas Sasongko,"114 min / 1h 54m
",Indonesian,,"Jan 25, 2023",What’s New on Netflix
81597220,Servant of the people (2016),,"6.4/10
",https://www.netflix.com/title/81597220,,,,,,The President teams up with the former Prime Minister to stabilize the economy and stop the greedy oligarchs maneuvering from behind the curtain.,"Comedy, Family","Volodymyr Zelenskyy, Stanislav Boklan, Eugen Koshevoy, Dmitriy Lalenkov, Vladimir Goryanskiy, Olha Zhukovtsova-Kyiashko",Aleksey Kiryushchenko,"100 min / 1h 40m
",Russian,3 nominations,"Jan 25, 2023",What’s New on Netflix
81597273,Bashar Shorts (Season 1),,,https://www.netflix.com/title/81597273,,,,,,"Set in a near-future Saudi, this dystopian series tells stories of individuals living in a technologically immersed world where AI and instinct collide.",Drama,"Ibrahim Al-Hasawi, Fakhreia Khameis, Mila Al Zahrani, Fatima Al-Banawi, Aly Al Shareef, Sabry Abdel Moniem","Ali Alsamin, Ahmed Anwar","38 mins
",Arabic,,"Jan 25, 2023",What’s New on Netflix
81597494,Kedibone (2020),,,https://www.netflix.com/title/81597494,,,,,,"An aspiring actor from Soweto manages to pay for school with her boyfriend's help. But life as a Johannesburg ""it girl"" comes at an even greater cost.",Drama,"Natasha Thahane, Wright Ngubeni, Busisiwe Mtshali",Thomas Gumede,"100 min / 1h 40m
",English,1 nomination,"Jan 25, 2023",What’s New on Netflix
81597575,The Entitled (2022),,,https://www.netflix.com/title/81597575,Netflix Original,,,,,"After learning her estranged father is a hotel mogul, Belinda bumbles her way through a new, sophisticated lifestyle with the help of a charming lawyer.","Comedy, Drama, Romance","Andrea Abaya, Melai Cantiveros, JC De Vera",Theodore Boborol,"90 min / 1h 30m
",Filipino,,"Jan 25, 2023",What’s New on Netflix
81597698,CBI 5: The Brain (2022),,"6.5/10
",https://www.netflix.com/title/81597698,,,,,,"When a political leader's sudden death sets off a baffling case for police, it's up to ace detective Sethurama Iyer to unravel the mystery.","Crime, Mystery, Thriller","Mammootty, Nayan Rosh T M, Soubin Shahir",K. Madhu,"162 min / 2h 42m
",Malayalam,,"Jan 25, 2023",What’s New on Netflix
81597751,Kalagathalaivan (2022),,"6.7/10
",https://www.netflix.com/title/81597751,,,,,,A brilliant corporate whistleblower's plan to bring down a shady company turns perilous when a cold-blooded hitman is hired to hunt him down.,"Action, Thriller","Nidhhi Agerwal, Arav, Kalaiyarasan",Magizh Thirumeni,"141 min / 2h 21m
",Tamil,,"Jan 25, 2023",What’s New on Netflix
81597926,40-Love (2021),,"5.8/10
",https://www.netflix.com/title/81597926,,,,,,A statistics whiz sets out on a cross-country road trip in hope of helping a popular tennis star win an upcoming tournament.,"Comedy, Sport","Jasjit Williams, Katerina Tannenbaum, Alena Savostikova",Fred Wolf,"98 min / 1h 38m
",English,,"Jan 25, 2023",What’s New on Netflix
81597927,A Cowgirl's Song (2022),,"5.0/10
",https://www.netflix.com/title/81597927,,,,,,"After her father is wrongly arrested, an aspiring teen singer teams up with her grandmother, a country music legend, to raise the money for bail.","Drama, Music","Cheryl Ladd, Rachel Cannon, Savannah Lee May",Timothy Armstrong,"93 min / 1h 33m
",English,,"Jan 25, 2023",What’s New on Netflix
81597928,Plaza Catedral (2021),,7.3/10,https://www.netflix.com/title/81597928,,,,,,"Plagued by grief and guilt after a tragic accident, Alicia finds her world upended when a street-smart teen crashes into her life with a gunshot wound.","Drama, Thriller","Ilse Salas, Fernando Xavier De Casta, Manolo Cardona",Abner Benaim,"94 min / 1h 34m
",Spanish,3 wins & 5 nominations,"Jan 25, 2023",What’s New on Netflix
81597959,My Little Pony: A New Generation: Sing-Along (2021),,6.8/10,https://www.netflix.com/title/81597959,Netflix Original,,,,,"A young pony makes a herd of new friends on a quest to bring magic back to her world in this sing-along version of ""My Little Pony: A New Generation.""","Animation, Adventure, Comedy","Vanessa Hudgens, Kimiko Glenn, James Marsden","Robert Cullen, José Luis Ucha, Mark Fattibene","90 min / 1h 30m
",English,,"Jan 25, 2023",What’s New on Netflix
81598297,Reclaim (2022),,"6.0/10
",https://www.netflix.com/title/81598297,Netflix Original,,,,,"Shouldering all of her family's responsibilities, a mother scrambles to find a bigger apartment for her suddenly crowded household.",Drama,"Hee Ching Paw, Shih-Hsun Kou, Chia-An Yu",CJ Wang,"124 min / 2h 4m
",Mandarin,,"Jan 25, 2023",What’s New on Netflix
81598307,Disconnect: The Wedding Planner (2023),,,https://www.netflix.com/title/81598307,Netflix Original,,,,,"After falling victim to a scam, a desperate man races the clock as he attempts to plan a luxurious destination wedding for an important investor.","Comedy, Romance","Catherine Kamau, Pascal Tokodi, Brenda Wairimu, Brian Ogola, Patricia Kihoro, Justin Mirichii",David 'Tosh' Gitonga,"106 min / 1h 46m
",English,,"Jan 25, 2023",What’s New on Netflix
81598308,Fast & Feel Love (2022),,"7.0/10
",https://www.netflix.com/title/81598308,,,,,,A cup-stacking champion fights to hold onto his neglected love life while defending his title as the fastest speed stacker in the world.,"Action, Comedy, Drama","Nat Kitcharit, Urassaya Sperbund, Anusara Korsamphan",Nawapol Thamrongrattanarit,"132 min / 2h 12m
",Thai,1 nomination,"Jan 25, 2023",What’s New on Netflix
81599068,Thieves in Thailand (2003),,,https://www.netflix.com/title/81599068,,,,,,"After a man from Cairo finds out that he has a long-lost brother, he hatches a plan for the two of them to steal an expensive painting from Thailand.","Romantic, Comedy","Karim Abdul Aziz, Hanan Turk, Maged El-Kidwani, Talaat Zakareia, Lotfy Labib, Soleiman Eid",Sandra Nashaat,"99 mins / 1h 39m
",Arabic,,"Jan 25, 2023",What’s New on Netflix
81599069,Soldiers in the Camp (),,,https://www.netflix.com/title/81599069,,,,,,"When a man joins the armed forces, he learns that a fellow soldier has a vendetta against him. To escape the avenger, he enters a sham marriage.","Comedy, Drama","Mohamed Henedi, Lekaa El Khamissi, Hassan Hosny, Maged El-Kidwani, Salah Abdullah, Soleiman Eid",Mohamed Yassin,"104 mins / 1h 44m
",Arabic,,"Jan 25, 2023",What’s New on Netflix
81599070,Tito (2004),,"7.2/10
",https://www.netflix.com/title/81599070,,,,,,"After 16 years in prison for a minor childhood offense, a man returns to his life of crime -- but is then offered a chance to start over.","Action, Crime, Drama","Ahmed el-Sakka, Hanan Turk, Amr Waked",Tarek Alarian,"120 min / 2h 0m
",Arabic,3 wins,"Jan 25, 2023",What’s New on Netflix
81599072,First Year of Deception (2004),,,https://www.netflix.com/title/81599072,,,,,,A pair of con artist friends plan to scam tourists in the Egyptian city of Hurghada. But they soon meet two women who change their lives forever.,"Romantic, Comedy","Ahmed Ezz, Nour, Dalia El Behery, Khaled Selim, Moataza Abdel Sabour, Samira Mohsen",Kamlah Abu-Zikri,"79 mins / 1h 19m
",Arabic,,"Jan 25, 2023",What’s New on Netflix
81599074,A Natural Born Fool (2004),,,https://www.netflix.com/title/81599074,,,,,,"To make ends meet ahead of marrying his sweetheart, a man goes into the burglary business with her uncle -- but his incompetence gets them into trouble.",Comedy,"Hany Ramzy, Hassan Hosny, Nelly Karim, Talaat Zakareia, Saeed Tarabeek, Samy Maghawry",Rami Imam,"87 mins / 1h 27m
",Arabic,,"Jan 25, 2023",What’s New on Netflix
81599075,The Great Chinese Beans (2004),,,https://www.netflix.com/title/81599075,,,,,,"A young man can't keep up when his relatives form a smuggling gang, so he escapes to China for a cooking competition, but ends up in big trouble, anyway.",Comedy,"Mohamed Henedi, Hajjaj Abdul Azim, Soleiman Eid, Dheya El-Mirghani, Hamdy Heykal, Sami Sarhan",Sherif Arafa,"99 mins / 1h 39m
",Arabic,,"Jan 25, 2023",What’s New on Netflix
81599076,Booha (2005),,"5.4/10
",https://www.netflix.com/title/81599076,,,,,,"A small-town butcher travels to Cairo to collect his inheritance. Along the way, he meets a charming young woman and her mother.","Comedy, Romance","Muhammad Sad, Mayy Izzuddin, Lebleba",Rami Imam,"106 min / 1h 46m
",Arabic,,"Jan 25, 2023",What’s New on Netflix
81599078,Italia's War (2005),,,https://www.netflix.com/title/81599078,,,,,,"After his fiancee is kidnapped and taken to Italy, a disgraced attorney must come up with a plan to rescue her and set things right.","Action, Romance","Ahmed El Sakka, Nelly Karim, Khaled Saleh, Khaled Abol El Naga, Razan Moghrabi, Majdi Kamel","Ahmed El Sakka, Moataz El Tony","113 mins / 1h 53m
",Arabic,,"Jan 25, 2023",What’s New on Netflix
